State,Motivated,N_A,School,Working,Recreation,Chores,Systems,Planning,Absorb
2021-10-15,0,1.1058333333333332,2.9530555555555558,0,0,0,0,1.1575,0
2021-10-16,0,0.18694444444444444,2.4558333333333335,0,0,1.0277777777777777,0,0.6216666666666666,0
2021-10-17,0,0.7941666666666667,0.7647222222222222,0,0,0,0,0,0
2021-10-18,0,0,8.226388888888888,1.7852777777777777,0,0,0,1.1791666666666667,0
2021-10-19,0,0,5.938611111111111,0,0,0.12555555555555556,0,0,0
2021-10-20,0,0.8591666666666666,3.766388888888889,0.4966666666666667,0,0,0,1.143888888888889,0
2021-10-21,0,0,3.5652777777777778,0.695,0,0.48638888888888887,0,0.7619444444444443,0
2021-10-22,0,0.4966666666666667,2.2152777777777777,0,0,1.5669444444444445,0,0.10805555555555556,0
