id,Project,value
340,School,263.6333333333333
576,School,387.3333333333333
639,School,204.45000000000002
640,School,487.65
coding test,Working,107.11666666666666
distracted things3 possible apis,NA,11.216666666666667
getting moving,NA,33.55
getting moving _ quarters,NA,32.8
job apps,Working,46.483333333333334
mastml,School,199.7
NA,Chores,192.4
NA,Planning,298.3333333333333
NA,School,250.36666666666667
NA,Working,25.016666666666666
NA,NA,129
